"offset","length","en","id"
"101255","12","Howdy doody!","Apa kabar buruknya!"
"101268","65","You know, rifling through things like that? That's noisy as hell.","Anda tahu, mengobrak-abrik hal-hal seperti itu? Itu berisik sekali."
"101334","118","So, wait a minute. What's the government's response to all this? Haven't they sent in the National Guard or something?","Jadi, tunggu sebentar. Apa tanggapan pemerintah terhadap semua ini? Bukankah mereka mengirim Garda Nasional atau semacamnya?"
"101453","121","I don't know about you, but I miss the comforts of modern life. You know, like being able to see after the sun goes down.","Saya tidak tahu tentang Anda, tapi saya rindu kenyamanan kehidupan modern. Anda tahu, seperti bisa melihat setelah matahari terbenam."
"101575","59","Defensive positions everybody. We're about to have company.","Posisi bertahan semuanya. Kita akan ditemani."
"101635","52","We should try to spot the hordes before they see us.","Kita harus mencoba mengenali gerombolan itu sebelum mereka melihat kita."
"101688","55","Pretty big step. Sure you want to go through with this?","Langkah yang cukup besar. Yakin Anda ingin menjalani ini?"
"101744","32","Gotta learn to use a suppressor.","Harus belajar menggunakan penekan."
"101777","8","Bed Rest","Istirahat di Tempat Tidur"
"101786","11","Behind you!","Di belakangmu!"
"101798","58","Oh yeah, here you go. Yeah, my pack was too heavy anyways.","Oh ya, ini dia. Ya, ranselku terlalu berat."
"101857","103","All right, I think I know where I stuck his notes. How many times did I tell him to clean out his crap?","Baiklah, saya rasa saya tahu di mana saya menempelkan catatannya. Berapa kali aku menyuruhnya untuk membersihkan kotorannya?"
"101961","53","I think one of them was even wearing an Army uniform.","Saya pikir salah satu dari mereka bahkan mengenakan seragam Angkatan Darat."
"102015","29","Trade our Ammo for some Fuel?","Tukarkan Amunisi kita dengan Bahan Bakar?"
"102045","17","Over here, hurry!","Ke sini, cepat!"
"102063","33","I hope this is worth the trouble.","Saya harap ini sepadan dengan masalahnya."
"102097","99","Look, I just... I just can't go back there. Not yet. If I don't bring in my quota, my ass is toast.","Dengar, aku hanya... Aku tidak bisa kembali ke sana. Belum. Jika saya tidak membawa kuota saya, saya akan terpanggang."
"102197","456","I never meant to... hell, I never thought I was even capable of something like that. I guess you never really know what you're capable of until you're three days out from your last meal and some kid grabs the last can of tuna fish out from under you, huh? Learned a lot of things that day. Like how it feels to crush the life out of somebody's throat. I don't even know who I'm writing this note to. God? Myself? That kid? Hell, whoever you are, I'm sorry.","Aku tidak pernah bermaksud... sial, aku tidak pernah berpikir aku mampu melakukan hal seperti itu. Saya kira Anda tidak pernah benar-benar tahu apa yang mampu Anda lakukan sampai Anda tiga hari setelah makan terakhir Anda dan seorang anak mengambil kaleng ikan tuna terakhir dari bawah Anda, ya? Belajar banyak hal hari itu. Seperti bagaimana rasanya menghancurkan kehidupan dari tenggorokan seseorang. Aku bahkan tidak tahu kepada siapa aku menulis surat ini. Tuhan? Saya sendiri? Anak itu? Sial, siapa pun kamu, aku minta maaf."
"102654","31","Hey, you wanted me to check in?","Hei, kamu ingin aku check-in?"
"102686","43","Okay, I admit it, I'm impressed. You happy?","Oke, saya akui, saya terkesan. kamu senang?"
"102730","10","Follow me.","Ikuti saya."
"102741","104","But we've got to have each others' backs. Together we can survive this shit. On our own, we're done for.","Tapi kita harus saling mendukung. Bersama-sama kita bisa selamat dari masalah ini. Sendirian, kita sudah selesai."
"102856","34","So how'd you and Eli meet, anyway?","Jadi, bagaimana kamu dan Eli bertemu?"
"102891","29","You aren't near any supplies!","Anda tidak berada di dekat persediaan apa pun!"
"102921","14","The Enthusiast","Penggemar"
"102936","19","COMMERCE: Biodiesel","PERDAGANGAN: Biodiesel"
"102956","58","MEDICINE RESOURCE. A stack of over-the-counter medication.","SUMBER OBAT. Setumpuk obat yang dijual bebas."
"103015","8","Eruzione","Eruzion"
"103024","44","Even tried to convince me to get a pit bull.","Bahkan mencoba meyakinkan saya untuk mendapatkan pit bull."
"103069","40","Look, I really don't have time for this.","Dengar, aku benar-benar tidak punya waktu untuk ini."
"103110","80","PERSONAL SKILL. Now, let's everybody just calm down and talk this through, okay?","KETERAMPILAN PRIBADI. Sekarang, mari kita semua tenang dan membicarakan hal ini, oke?"
"103191","35","Let's see if this is worth my time.","Mari kita lihat apakah ini sepadan dengan waktu saya."
"103235","65","TIP: Radio home using [ul_radio_menu] to relocate your home base.","TIPS: Radio ke rumah menggunakan [ul_radio_menu] untuk merelokasi markas Anda."
"103301","34","Thanks, I think I can make it now.","Terima kasih, saya rasa saya bisa melakukannya sekarang."
"103336","28","Fitted with a metal bracket.","Dilengkapi dengan braket logam."
"103365","12","Rifle: 10/22","Senapan: 22/10"
"103378","37","You can't let 'em grab you like that!","Kamu tidak bisa membiarkan mereka menangkapmu seperti itu!"
"103416","105","We've got too many rookies around here. We need a place to train people so shit like this doesn't happen.","Kami punya terlalu banyak pemula di sini. Kami membutuhkan tempat untuk melatih orang agar hal seperti ini tidak terjadi."
"103522","23","44 GENERIC Duane Harlow","44 GENERIK Duane Harlow"
"103546","15","Disarm the Nuke","Lucuti Nuke"
"103562","107","Yeah. Heard a few of their goons hit the gas station outside town, found a couple survivors holed up there.","Ya. Mendengar beberapa preman mereka menyerang pompa bensin di luar kota, menemukan beberapa orang yang selamat bersembunyi di sana."
"103670","25","INCIDENT: Horde Encounter","INSIDEN: Pertemuan Gerombolan"
"103710","31","Pistol Specialization Improved!","Spesialisasi Pistol Meningkat!"
"103742","51","I didn't come here to talk about my feelings, okay?","Saya tidak datang ke sini untuk membicarakan perasaan saya, oke?"
"103794","34","Local high school English teacher.","Guru bahasa Inggris sekolah menengah setempat."
"103829","145","We're taking heavy losses! Tell the helo to turn back. Say again, turn back! Tell my family I -- [cut to static for a few seconds, then fade out]","Kami mengalami kerugian besar! Suruh helikopter itu kembali. Katakan lagi, kembali! Beritahu keluargaku bahwa aku -- [dipotong menjadi statis selama beberapa detik, lalu menghilang]"
"103975","27","SURVIVAL TACTICS: MultiKill","TAKTIK SURVIVAL: MultiKill"
"104007","42","We can convert some of our food into fuel.","Kita bisa mengubah sebagian makanan kita menjadi bahan bakar."
"104050","20","Pastor Will is sick.","Pendeta Will sedang sakit."
"104071","30","Contact Highroad via Sat-Comms","Hubungi Highroad melalui Sat-Comms"
"104102","13","Caffine Pills","Pil Kafein"
"104116","89","Attention all civilians currently squatting in this godforsaken valley. This is the Army.","Perhatian semua warga sipil yang saat ini berjongkok di lembah terkutuk ini. Ini adalah Angkatan Darat."
"104214","25","They're breaking through!","Mereka menerobos!"
"104240","13","BUILT: Garden","DIBANGUN: Taman"
"104254","54","Last time I saw anything like that was in Afghanistan.","Terakhir kali saya melihat hal seperti itu adalah di Afghanistan."
"104309","43","Might as well take care of this batch, too.","Sebaiknya urus kumpulan ini juga."
"104353","64","TIP: Your top survival needs are FOOD, MEDICINE, and AMMUNITION.","TIPS: Kebutuhan utama Anda untuk bertahan hidup adalah MAKANAN, OBAT-OBATAN, dan Amunisi."
"104418","63","Is probably a little drunk right now. (Reduced Health and Wits)","Mungkin dia sedikit mabuk saat ini. (Kesehatan dan Kecerdasan Berkurang)"
"104482","13","I'm not sure.","Saya tidak yakin."
"104496","24","What's that on the left?","Apa itu di sebelah kiri?"
"104521","37","A simple blade with a single purpose.","Pisau sederhana dengan satu tujuan."
"104559","58","A workshop to focus on making explosives and incendiaries.","Lokakarya yang berfokus pada pembuatan bahan peledak dan pembakar."
"104618","14","Resource Cache","Tembolok Sumber Daya"
"104633","8","Florence","Florence"
"104642","15","Distilled Water","Air Suling"
"104658","33","What? No, please... please don't.","Apa? Tidak, tolong... tolong jangan."
"104699","27","I'm feeling kind of...lost.","Aku merasa agak... tersesat."
"104727","60","What kind of a person turns a gun on someone they live with?","Orang seperti apa yang menodongkan senjata ke seseorang yang tinggal bersamanya?"
"104788","65","It was a long time ago. Least it spared her from seeing all this.","Itu sudah lama sekali. Setidaknya itu menghindarkannya dari melihat semua ini."
"104854","31","ADVICE: Upgrade to Machine Shop","SARAN: Tingkatkan ke Toko Mesin"
"104894","63","We could use some extra manpower to clear this infestation out.","Kita bisa menggunakan tenaga ekstra untuk memberantas serangan ini."
"104958","22","Let me think about it.","Biarkan saya memikirkannya."
"104981","19","Hey, a hiding spot.","Hei, tempat persembunyian."
"105006","110","Will eat anything and everything. Never seems to suffer any ill effects. (Bonus Health, Resistant to Sickness)","Akan makan apa saja. Sepertinya tidak pernah menderita efek buruk apa pun. (Bonus Kesehatan, Tahan Penyakit)"
"105117","19","Protect Your Friend","Lindungi Teman Anda"
"105137","9","Let's go!","Ayo pergi!"
"105147","29","This isn't going to be quick.","Ini tidak akan berlangsung cepat."
"105177","123","Doghouse Actual to Greyhound One, I ... have images of the LZ. Looks like Greyhound Two is on site, but we have zero comms.","Doghouse Sesuai dengan Greyhound One, saya ... punya gambar LZ. Sepertinya Greyhound Two ada di lokasi, tapi kita tidak punya komunikasi."
"105301","43","Forget it. You'd have done the same for us.","Lupakan. Anda akan melakukan hal yang sama untuk kami."
"105345","20","Move out, right now!","Keluar sekarang juga!"
"105366","55","Oh, thank god! I mean, that's good news, Greyhound One.","Terima kasih Tuhan! Maksudku, itu kabar baik, Greyhound One."
"105422","9","%+d Fame.","%+d Ketenaran."
"105432","44","Let's hope you're more useful than you look.","Semoga saja Anda lebih berguna daripada yang terlihat."
"105477","73","We need help! Everybody's gone crazy, some guy freakin' mauled my friend!","Kami butuh bantuan! Semua orang jadi gila, ada pria yang menganiaya temanku!"
"105551","29","SURVIVAL TACTICS: Bloated Zed","TAKTIK SURVIVAL: Kembung Zed"
"105581","15","Everybody else ","Semua orang lainnya "
"105599","59"," take whatever you want from our stockpiles. After what you"," ambil apa pun yang Anda inginkan dari persediaan kami. Setelah apa yang kamu"
"105661","53","ve been through, you deserve it. Good luck out there.","telah melaluinya, kamu pantas mendapatkannya. Semoga beruntung di luar sana."
"105715","34","Black pen on a yellow sticky-note.","Pena hitam pada catatan tempel kuning."
"105750","28","Whenever you're ready, boss.","Kapan pun Anda siap, bos."
"105779","71","Next person that tries to take what's mine gets worse than that. - %1$s","Orang berikutnya yang mencoba mengambil milikku menjadi lebih buruk dari itu. - %1$s"
"105851","9","Dog Lover","Pencinta Anjing"
"105861","28","Danforth has been destroyed.","Danforth telah dihancurkan."
"105890","38","You okay? Come on, we gotta get going.","Kamu baik-baik saja? Ayo, kita harus berangkat."
"105929","67","If we don't get some guns, the next attack just might overwhelm us.","Jika kita tidak mendapatkan senjata, serangan berikutnya mungkin akan membuat kita kewalahan."
"105997","34","Come on, come on... where are you?","Ayo, ayo... kamu dimana?"
"106032","56","Aw, no, no, no, this is bad, this is really fucking bad!","Ah, tidak, tidak, tidak, ini buruk, ini sungguh buruk!"
"106089","26","MISSION: Search and Rescue","MISI: Pencarian dan Penyelamatan"
"106122","32","INCIDENT: Fight in the Community","INSIDEN: Bertarung di Komunitas"
"106155","80","This modern firearm is the spiritual successor to the great Czech gun engineers.","Senjata api modern ini adalah penerus spiritual para insinyur senjata besar Ceko."
"106236","47","All right, Black Friday, you've got new orders.","Baiklah, Black Friday, Anda mendapat pesanan baru."
"106284","131","Gimme some two-by-fours, a hammer and nails, and a couple of guys to keep the zombies off my back, and I'll rebuild the whole town.","Beri aku beberapa alat merangkak, palu dan paku, dan beberapa orang untuk mengusir zombie dari punggungku, dan aku akan membangun kembali seluruh kota."
"106416","33","Everybody stand back. I got this.","Semua orang mundur. Saya mengerti."
"106450","13","Protect Jacob","Lindungi Yakub"
"106464","16","Watch the front.","Perhatikan bagian depan."
"106481","23","22 GENERIC Susan Friedl","22 GENERIK Susan Friedl"
"106505","14","Rebellious Kid","Anak Pemberontak"
"106520","38","Did we make it? Holy shit, we made it.","Apakah kita berhasil? Sialan, kita berhasil."
"106559","27","COMPLETED: Friend In Danger","SELESAI: Teman Dalam Bahaya"
"106587","52","I'll make it easy for you by marking it on your map.","Saya akan memudahkan Anda dengan menandainya di peta Anda."
"106640","46","It's pretty garbled. Let me see what I can do.","Ini sangat kacau. Biarkan saya melihat apa yang bisa saya lakukan."
"106687","41","We need to make things safer around here.","Kita perlu membuat segalanya lebih aman di sini."
"106729","25","Clear out the Infestation","Bersihkan Infestasi"
"106755","19","Time to get moving!","Saatnya bergerak!"
"106775","46","Uh, yeah, sorry about that. I've been... busy.","Eh, ya, maaf soal itu. Aku sedang... sibuk."
"106822","23","2 STORY Wendell Higgins","CERITA ke-2 Wendell Higgins"
"106846","34","Zeds have a breach at Vehicle Ops!","Zeds mengalami pelanggaran di Vehicle Ops!"
"106889","110","Kilo, keep Doctor Horn safe while I get Private Vincent. Do not wait for us. The doctor is your only priority.","Kilo, jaga keselamatan Dokter Horn selagi aku memanggil Prajurit Vincent. Jangan tunggu kami. Dokter adalah satu-satunya prioritas Anda."
"107000","36","Now really isn't a good time! Sorry.","Sekarang bukan saat yang tepat! Maaf."
"107037","14","Watch my back.","Awasi punggungku."
"107052","29","It's not safe! It's not safe!","Itu tidak aman! Itu tidak aman!"
"107082","35","He seem a little... twitchy to you?","Dia tampak sedikit... gelisah bagimu?"
"107118","58","I should RADIO Mickey if I need some covering fire. - %1$s","Saya harus RADIO Mickey jika saya membutuhkan api pelindung. - %1$s"
"107177","107","All those repairs we had to make after the last attack, they really burned through our supply of materials.","Semua perbaikan yang harus kami lakukan setelah serangan terakhir, benar-benar menghabiskan persediaan material kami."
"107285","68","But if we find another one, I'll show you how to strum a few chords.","Namun jika kita menemukan yang lain, saya akan menunjukkan cara memetik beberapa akord."
"107354","22","The sooner the better.","Lebih cepat lebih baik."
"107377","81","I just... I wanted to leave something behind. For the people that didn't make it.","Aku hanya... Aku ingin meninggalkan sesuatu. Untuk orang-orang yang tidak berhasil."
"107459","16","High Value Asset","Aset Bernilai Tinggi"
"107476","22","It's nice to get away.","Senang rasanya bisa pergi."
"107499","13","Talk to Jacob","Bicaralah dengan Yakub"
"107513","17","Save Game Deleted","Simpan Game Dihapus"
"107538","29","Catalogued today's hot spots.","Katalog hot spot hari ini."
"107568","23","This, this is too much.","Ini, ini keterlaluan."
"107592","71","Whatever fertilizer we're using, it's working. That last crop was huge.","Apapun pupuk yang kami gunakan, itu berhasil. Hasil panen terakhir itu sangat besar."
"107664","48","We're not opening up until the zombies are gone.","Kami tidak akan membuka diri sampai zombie-zombie itu hilang."
"107713","44","H-Hello? Has anybody out there seen Quentin?","H-Halo? Apakah ada orang di luar sana yang melihat Quentin?"
"107758","45","Things haven't been going so well, have they?","Segalanya tidak berjalan dengan baik, bukan?"
"107804","41","I got a few ideas where to look. Come on.","Saya punya beberapa ide di mana mencarinya. Ayo."
"107846","92","It's a dirty job, but somebody's got to do it. A clean latrine is the key to a healthy unit.","Itu pekerjaan kotor, tapi harus ada yang melakukannya. Jamban yang bersih adalah kunci dari unit yang sehat."
"107939","20","If we can fix it up ","Jika kita bisa memperbaikinya "
"107962","36"," it might be our ticket out of here."," itu mungkin tiket kita keluar dari sini."
"107999","42","We have smoke. I say again, we have smoke.","Kami punya asap. Saya katakan lagi, kita punya asap."
"108042","103","I don't think Vienna Cho's going to be happy until everyone in Danforth is safe. She kinda has a point.","Menurutku Vienna Cho tidak akan bahagia sampai semua orang di Danforth selamat. Dia ada benarnya."
"108146","11","Silverstone","batu perak"
"108158","24","JOURNAL: Peace and Quiet","JURNAL: Damai dan Tenang"
"108183","12","Machine Shop","Toko Mesin"
"108196","75","Try not to get yourself killed. The longer you search, the riskier it gets.","Cobalah untuk tidak membuat diri Anda terbunuh. Semakin lama Anda mencari, semakin berisiko."
"108272","86","Good, that is ... really good. Uh ... stand by for your next assignment. Doghouse out.","Bagus, itu...sangat bagus. Uh... bersiaplah untuk tugasmu selanjutnya. Rumah anjing keluar."
"108359","40","They need you to bail them out of a jam.","Mereka membutuhkan Anda untuk menyelamatkan mereka dari kemacetan."
"108400","106","Sometimes I feel a little lost. %1$s usually knows what we should do, though. That's a good thing. - %2$s.","Terkadang saya merasa sedikit tersesat. %2$s biasanya tahu apa yang harus kita lakukan. Itu hal yang bagus. - %2$s."
"108507","38","Together, we'll get out of here alive.","Bersama-sama, kita akan keluar dari sini hidup-hidup."
"108546","41","More hands are always a good thing. -%1$s","Lebih banyak tangan selalu merupakan hal yang baik. -%1$s"
"108588","17","Suppressed Weapon","Senjata yang Ditekan"
"108606","16","NOTE: A Windfall","CATATAN: Rejeki nomplok"
"108623","38","Feel like getting a little mercantile?","Merasa ingin menjadi sedikit pedagang?"
"108662","42","This trade should benefit everybody. -%1$s","Perdagangan ini harus menguntungkan semua orang. -%1$s"
"108705","55","A place to resupply without traveling all the way home.","Tempat untuk perbekalan tanpa harus jauh-jauh pulang."
"108761","22","Any idea who they are?","Tahu siapa mereka?"
"108784","30","Fuckin A, that's a lotta zeds!","Sialan A, itu sangat bagus!"
"108815","78","I dunno, there's just something satisfying about building something, you know?","Entahlah, ada sesuatu yang memuaskan dalam membangun sesuatu, lho?"
"108894","33","Okay. We're done. I'm going home.","Oke. Kita sudah selesai. aku akan pulang."
"108928","27","Requires HIGH ALCOHOL BEER.","Membutuhkan BIR ALKOHOL TINGGI."
"108956","33","It's good to see a friendly face.","Senang rasanya melihat wajah ramah."
"108990","40","Yeah! Now that's what I'm talking about!","Ya! Sekarang itulah yang saya bicarakan!"
"109031","16","Better hurry up.","Lebih baik cepat."
"109048","9","Infirmary","Rumah sakit"
"109058","28","We're close. I can smell it.","Kami dekat. Aku bisa menciumnya."
"109093","135","Okay, I was a smug, elitist ""foodie"" and I'm pretty sure all my friends wanted to throttle me whenever I said the words ""dinner party.""","Oke, saya adalah seorang ""pecinta kuliner"" yang sombong dan elitis, dan saya cukup yakin semua teman saya ingin mencekik saya setiap kali saya mengucapkan kata ""pesta makan malam""."
"109229","31","It's like I'm living the dream!","Ini seperti aku mewujudkan mimpi itu!"
"109261","29","Sam? What are you doing here?","Sam? Apa yang kamu lakukan di sini?"
"109297","30","What about personnel, General?","Bagaimana dengan personelnya, Jenderal?"
"109328","86","It isn't just about fuel for your body. A good meal can nourish the soul. (Good cook.)","Ini bukan hanya tentang bahan bakar untuk tubuh Anda. Makanan yang enak dapat menyehatkan jiwa. (Juru masak yang baik.)"
